Date,waterYear,ppt,tmean,freeze,precip_type,prism_snow_mm,month,prism_snow_mm_accum
1996-11-29,1997,16.573,-4.844,1,snow,16.573,11,103.39
1996-11-30,1997,0,-6.92,1,snow,0,11,103.39
1996-12-01,1997,10.483,-4.443,1,snow,10.483,12,113.873
1996-12-02,1997,0,-8.133,1,snow,0,12,113.873
1996-12-03,1997,0,-7.253,1,snow,0,12,113.873
1996-12-04,1997,0,-6.395,1,snow,0,12,113.873
1996-12-05,1997,2.856,-2.853,1,snow,2.856,12,116.729
1996-12-06,1997,1.675,-4.486,1,snow,1.675,12,118.404
1996-12-07,1997,0,-1.475,1,snow,0,12,118.404
1996-12-08,1997,0,2.646,0,rain,0,12,118.404
1996-12-09,1997,9.635,3.766,0,rain,0,12,118.404
1996-12-10,1997,19.116,-0.087,1,snow,19.116,12,137.52
1996-12-11,1997,0,-0.894,1,snow,0,12,137.52
1996-12-12,1997,0,0.397,0,rain,0,12,137.52
1996-12-13,1997,0,1.912,0,rain,0,12,137.52
1996-12-14,1997,0,-6.682,1,snow,0,12,137.52
1996-12-15,1997,0,-8.57,1,snow,0,12,137.52
1996-12-16,1997,0,-6.423,1,snow,0,12,137.52
1996-12-17,1997,0,-16.3,1,snow,0,12,137.52
1996-12-18,1997,0,-14.142,1,snow,0,12,137.52
1996-12-19,1997,0,-8.248,1,snow,0,12,137.52
1996-12-20,1997,0,-4.795,1,snow,0,12,137.52
1996-12-21,1997,0,-4.294,1,snow,0,12,137.52
1996-12-22,1997,17.214,-3.924,1,snow,17.214,12,154.734
1996-12-23,1997,0,-7.933,1,snow,0,12,154.734
1996-12-24,1997,0,-6.535,1,snow,0,12,154.734
1996-12-25,1997,0,-2.282,1,snow,0,12,154.734
1996-12-26,1997,0,-0.937,1,snow,0,12,154.734
1996-12-27,1997,0,-2.168,1,snow,0,12,154.734
1996-12-28,1997,0,-2.711,1,snow,0,12,154.734
1996-12-29,1997,0,0.035,0,rain,0,12,154.734
1996-12-30,1997,0,3.059,0,rain,0,12,154.734
1996-12-31,1997,0,3.19,0,rain,0,12,154.734
1997-01-01,1997,5.771,3.779,0,rain,0,1,154.734
1997-01-02,1997,10.219,4.571,0,rain,0,1,154.734
1997-01-03,1997,15.012,-1.192,1,snow,15.012,1,169.746
1997-01-04,1997,0,-5.16,1,snow,0,1,169.746
1997-01-05,1997,7.976,-7.126,1,snow,7.976,1,177.722
1997-01-06,1997,0.582,-10.694,1,snow,0.582,1,178.304
1997-01-07,1997,0,-7.375,1,snow,0,1,178.304
1997-01-08,1997,0,-8.291,1,snow,0,1,178.304
1997-01-09,1997,0,-6.557,1,snow,0,1,178.304
1997-01-10,1997,0,-3.174,1,snow,0,1,178.304
1997-01-11,1997,5.91,-5.316,1,snow,5.91,1,184.214
1997-01-12,1997,11.483,-6.016,1,snow,11.483,1,195.697
1997-01-13,1997,15.859,-7.381,1,snow,15.859,1,211.556
1997-01-14,1997,3.324,-11.662,1,snow,3.324,1,214.88
1997-01-15,1997,0,-8.083,1,snow,0,1,214.88
1997-01-16,1997,0,-5.898,1,snow,0,1,214.88
1997-01-17,1997,0,-3.242,1,snow,0,1,214.88
1997-01-18,1997,0,0.707,0,rain,0,1,214.88
1997-01-19,1997,0,2.201,0,rain,0,1,214.88
1997-01-20,1997,0,-1.937,1,snow,0,1,214.88
1997-01-21,1997,0,-5.607,1,snow,0,1,214.88
1997-01-22,1997,6.187,-6.17,1,snow,6.187,1,221.067
1997-01-23,1997,14.391,-4.17,1,snow,14.391,1,235.458
1997-01-24,1997,0,-4.972,1,snow,0,1,235.458
1997-01-25,1997,12.163,-3.805,1,snow,12.163,1,247.621
1997-01-26,1997,20.139,-2.862,1,snow,20.139,1,267.76
1997-01-27,1997,0,-1.841,1,snow,0,1,267.76
1997-01-28,1997,0,-3.398,1,snow,0,1,267.76
1997-01-29,1997,0,-2.614,1,snow,0,1,267.76
1997-01-30,1997,0,-0.453,1,snow,0,1,267.76
1997-01-31,1997,0,3.447,0,rain,0,1,267.76
1997-02-01,1997,0,2.692,0,rain,0,2,267.76
1997-02-02,1997,4.005,-1.65,1,snow,4.005,2,271.765
1997-02-03,1997,0,-3.667,1,snow,0,2,271.765
1997-02-04,1997,0,-2.651,1,snow,0,2,271.765
1997-02-05,1997,2.421,-2.13,1,snow,2.421,2,274.186
1997-02-06,1997,0.983,-7.129,1,snow,0.983,2,275.169
1997-02-07,1997,0,-6.163,1,snow,0,2,275.169
1997-02-08,1997,0,-5.106,1,snow,0,2,275.169
1997-02-09,1997,0,-2.655,1,snow,0,2,275.169
1997-02-10,1997,0,-2.023,1,snow,0,2,275.169
1997-02-11,1997,0,0.46,0,rain,0,2,275.169
1997-02-12,1997,3.733,-2.02,1,snow,3.733,2,278.902
1997-02-13,1997,0,-4.586,1,snow,0,2,278.902
1997-02-14,1997,0,-2.491,1,snow,0,2,278.902
1997-02-15,1997,0,1.296,0,rain,0,2,278.902
1997-02-16,1997,0,2.967,0,rain,0,2,278.902
1997-02-17,1997,0,0.868,0,rain,0,2,278.902
1997-02-18,1997,0,1.062,0,rain,0,2,278.902
1997-02-19,1997,0,1.861,0,rain,0,2,278.902
1997-02-20,1997,0,-3.367,1,snow,0,2,278.902
1997-02-21,1997,0,-7.225,1,snow,0,2,278.902
1997-02-22,1997,0,-6.729,1,snow,0,2,278.902
1997-02-23,1997,0,-5.175,1,snow,0,2,278.902
1997-02-24,1997,6.354,-4.819,1,snow,6.354,2,285.256
1997-02-25,1997,1.102,-5.198,1,snow,1.102,2,286.358
1997-02-26,1997,1.643,-5.203,1,snow,1.643,2,288.001
1997-02-27,1997,57.064,-6.032,1,snow,57.064,2,345.065
1997-02-28,1997,1.835,-8.208,1,snow,1.835,2,346.9
1997-03-01,1997,0,-7.189,1,snow,0,3,346.9
1997-03-02,1997,0,-1.943,1,snow,0,3,346.9
1997-03-03,1997,0,-1.522,1,snow,0,3,346.9
1997-03-04,1997,0,-7.742,1,snow,0,3,346.9
1997-03-05,1997,0,-4.897,1,snow,0,3,346.9
1997-03-06,1997,0,-0.059,1,snow,0,3,346.9
1997-03-07,1997,0,2.177,0,rain,0,3,346.9
1997-03-08,1997,0,2.524,0,rain,0,3,346.9
1997-03-09,1997,0,3.235,0,rain,0,3,346.9
1997-03-10,1997,0,4.942,0,rain,0,3,346.9
1997-03-11,1997,0,6.483,0,rain,0,3,346.9
1997-03-12,1997,0,6.642,0,rain,0,3,346.9
1997-03-13,1997,0,3.919,0,rain,0,3,346.9
1997-03-14,1997,0,3.119,0,rain,0,3,346.9
1997-03-15,1997,0,4.777,0,rain,0,3,346.9
1997-03-16,1997,0,5.617,0,rain,0,3,346.9
1997-03-17,1997,0,3.79,0,rain,0,3,346.9
1997-03-18,1997,0,5.823,0,rain,0,3,346.9
1997-03-19,1997,0,8.381,0,rain,0,3,346.9
1997-03-20,1997,0,10.193,0,rain,0,3,346.9
1997-03-21,1997,0,9.517,0,rain,0,3,346.9
1997-03-22,1997,0,8.878,0,rain,0,3,346.9
1997-03-23,1997,0,7.447,0,rain,0,3,346.9
1997-03-24,1997,0,-0.371,1,snow,0,3,346.9
1997-03-25,1997,0,0.262,0,rain,0,3,346.9
1997-03-26,1997,0,3.332,0,rain,0,3,346.9
1997-03-27,1997,0,3.835,0,rain,0,3,346.9
1997-03-28,1997,0,5.575,0,rain,0,3,346.9
1997-03-29,1997,0,1.565,0,rain,0,3,346.9
1997-03-30,1997,0,4.27,0,rain,0,3,346.9
1997-03-31,1997,0.665,3.899,0,rain,0,3,346.9
1997-04-01,1997,1.86,2.348,0,rain,0,4,0
1997-04-02,1997,0.628,3.602,0,rain,0,4,0
1997-04-03,1997,18.281,4.356,0,rain,0,4,0
1997-04-04,1997,27.035,-2.289,1,snow,27.035,4,0
1997-04-05,1997,8.655,-6.148,1,snow,8.655,4,0
1997-04-06,1997,0,-4.176,1,snow,0,4,0
1997-04-07,1997,0,0.147,0,rain,0,4,0
1997-04-08,1997,0,1.413,0,rain,0,4,0
1997-04-09,1997,0,2.984,0,rain,0,4,0
1997-04-10,1997,0,-2.154,1,snow,0,4,0
1997-04-11,1997,0.121,-5.001,1,snow,0.121,4,0
1997-04-12,1997,0,-5.769,1,snow,0,4,0
1997-04-13,1997,0,-3.41,1,snow,0,4,0
1997-04-14,1997,0,1.056,0,rain,0,4,0
1997-04-15,1997,0,5.204,0,rain,0,4,0
1997-04-16,1997,0,7.049,0,rain,0,4,0
1997-04-17,1997,0,7.829,0,rain,0,4,0
1997-04-18,1997,0,8.253,0,rain,0,4,0
1997-04-19,1997,0,9.128,0,rain,0,4,0
1997-04-20,1997,0,9.778,0,rain,0,4,0
1997-04-21,1997,0,7.732,0,rain,0,4,0
1997-04-22,1997,0,6.544,0,rain,0,4,0
1997-04-23,1997,19.359,1.81,0,rain,0,4,0
1997-04-24,1997,12.736,-1.535,1,snow,12.736,4,0
1997-04-25,1997,0,0.88,0,rain,0,4,0
1997-04-26,1997,0,4.018,0,rain,0,4,0
1997-04-27,1997,0,6.302,0,rain,0,4,0
1997-04-28,1997,0,9.078,0,rain,0,4,0
1997-04-29,1997,0,5.279,0,rain,0,4,0
1997-04-30,1997,0,5.191,0,rain,0,4,0
1997-05-01,1997,0,1.641,0,rain,0,5,0
1997-05-02,1997,0,1.606,0,rain,0,5,0
1997-05-03,1997,0,7.876,0,rain,0,5,0
1997-05-04,1997,0,11.628,0,rain,0,5,0
1997-05-05,1997,0,12.655,0,rain,0,5,0
1997-05-06,1997,0,13.525,0,rain,0,5,0
1997-05-07,1997,0,12.268,0,rain,0,5,0
1997-05-08,1997,0,11.134,0,rain,0,5,0
1997-05-09,1997,0,8.697,0,rain,0,5,0
1997-05-10,1997,0,9.444,0,rain,0,5,0
1997-05-11,1997,0,10.997,0,rain,0,5,0
1997-05-12,1997,0,11.724,0,rain,0,5,0
1997-05-13,1997,0,12.961,0,rain,0,5,0
1997-05-14,1997,0,13.35,0,rain,0,5,0
1997-05-15,1997,0,14.199,0,rain,0,5,0
1997-05-16,1997,0,14.764,0,rain,0,5,0
1997-05-17,1997,0,14.843,0,rain,0,5,0
1997-05-18,1997,0,14.311,0,rain,0,5,0
1997-05-19,1997,13.196,11.777,0,rain,0,5,0
1997-05-20,1997,11.428,10.322,0,rain,0,5,0
1997-05-21,1997,21.261,7.62,0,rain,0,5,0
1997-05-22,1997,0.711,8.91,0,rain,0,5,0
1997-05-23,1997,0,10.452,0,rain,0,5,0
1997-05-24,1997,9.164,6.935,0,rain,0,5,0
1997-05-25,1997,0,6.842,0,rain,0,5,0
1997-05-26,1997,0,5.689,0,rain,0,5,0
1997-05-27,1997,0,8.786,0,rain,0,5,0
1997-05-28,1997,0,11.632,0,rain,0,5,0
1997-05-29,1997,0,14.727,0,rain,0,5,0
1997-05-30,1997,0,16.138,0,rain,0,5,0
1997-05-31,1997,0,17.705,0,rain,0,5,0
1997-06-01,1997,0,18.022,0,rain,0,6,0
1997-06-02,1997,0,16.716,0,rain,0,6,0
1997-06-03,1997,0,17.271,0,rain,0,6,0
1997-06-04,1997,0,16.546,0,rain,0,6,0
1997-06-05,1997,1.184,15.986,0,rain,0,6,0
1997-06-06,1997,13.279,12.784,0,rain,0,6,0
1997-06-07,1997,22.834,7.981,0,rain,0,6,0
1997-06-08,1997,4.618,7.67,0,rain,0,6,0
1997-06-09,1997,0.454,10.086,0,rain,0,6,0
1997-06-10,1997,0,13.416,0,rain,0,6,0
1997-06-11,1997,0,13.991,0,rain,0,6,0
1997-06-12,1997,1.261,12.001,0,rain,0,6,0
1997-06-13,1997,0,11.97,0,rain,0,6,0
1997-06-14,1997,0.572,12.633,0,rain,0,6,0
1997-06-15,1997,3.156,10.547,0,rain,0,6,0
1997-06-16,1997,0,12.099,0,rain,0,6,0
1997-06-17,1997,0,15,0,rain,0,6,0
1997-06-18,1997,0,17.678,0,rain,0,6,0
1997-06-19,1997,0,18.251,0,rain,0,6,0
1997-06-20,1997,0,17.279,0,rain,0,6,0
1997-06-21,1997,0,17.971,0,rain,0,6,0
1997-06-22,1997,0,17.913,0,rain,0,6,0
1997-06-23,1997,0,16.291,0,rain,0,6,0
1997-06-24,1997,0,16.758,0,rain,0,6,0
1997-06-25,1997,0,17.383,0,rain,0,6,0
1997-06-26,1997,0,18.025,0,rain,0,6,0
1997-06-27,1997,0,17.159,0,rain,0,6,0
1997-06-28,1997,0,16.256,0,rain,0,6,0
1997-06-29,1997,0,16.224,0,rain,0,6,0
1997-06-30,1997,0,17.194,0,rain,0,6,0
1997-07-01,1997,0,15.325,0,rain,0,7,0
1997-07-02,1997,0,18.138,0,rain,0,7,0
1997-07-03,1997,0,17.189,0,rain,0,7,0
1997-07-04,1997,0,17.208,0,rain,0,7,0
1997-07-05,1997,0,18.22,0,rain,0,7,0
1997-07-06,1997,0,18.793,0,rain,0,7,0
1997-07-07,1997,0,18.034,0,rain,0,7,0
1997-07-08,1997,0,18.411,0,rain,0,7,0
1997-07-09,1997,0,18.025,0,rain,0,7,0
1997-07-10,1997,0,17.451,0,rain,0,7,0
1997-07-11,1997,0,16.276,0,rain,0,7,0
1997-07-12,1997,0,16.472,0,rain,0,7,0
1997-07-13,1997,0,17.522,0,rain,0,7,0
1997-07-14,1997,0,19.343,0,rain,0,7,0
1997-07-15,1997,0,20.997,0,rain,0,7,0
1997-07-16,1997,0,20.111,0,rain,0,7,0
1997-07-17,1997,0,19.723,0,rain,0,7,0
1997-07-18,1997,0.364,18.313,0,rain,0,7,0
1997-07-19,1997,0.001,16.96,0,rain,0,7,0
1997-07-20,1997,16.381,17.252,0,rain,0,7,0
1997-07-21,1997,2.758,17.716,0,rain,0,7,0
1997-07-22,1997,10.737,17.481,0,rain,0,7,0
1997-07-23,1997,0,16.229,0,rain,0,7,0
1997-07-24,1997,0,17.727,0,rain,0,7,0
1997-07-25,1997,0,18.895,0,rain,0,7,0
1997-07-26,1997,0.125,17.615,0,rain,0,7,0
1997-07-27,1997,1.817,17.163,0,rain,0,7,0
1997-07-28,1997,2.308,14.023,0,rain,0,7,0
1997-07-29,1997,7.44,14.791,0,rain,0,7,0
1997-07-30,1997,3.751,13.316,0,rain,0,7,0
1997-07-31,1997,0,15.226,0,rain,0,7,0
1997-08-01,1997,0,16.789,0,rain,0,8,0
1997-08-02,1997,0,17.977,0,rain,0,8,0
1997-08-03,1997,17.79,17.758,0,rain,0,8,0
1997-08-04,1997,38.287,16.04,0,rain,0,8,0
1997-08-05,1997,4.471,15.151,0,rain,0,8,0
1997-08-06,1997,0,15.434,0,rain,0,8,0
1997-08-07,1997,0,15.38,0,rain,0,8,0
1997-08-08,1997,0,17.149,0,rain,0,8,0
1997-08-09,1997,1.096,17.187,0,rain,0,8,0
1997-08-10,1997,4.968,13.976,0,rain,0,8,0
1997-08-11,1997,0,14.198,0,rain,0,8,0
1997-08-12,1997,0,15.537,0,rain,0,8,0
1997-08-13,1997,0,16.48,0,rain,0,8,0
1997-08-14,1997,0,15.696,0,rain,0,8,0
1997-08-15,1997,0,16.581,0,rain,0,8,0
1997-08-16,1997,0,16.37,0,rain,0,8,0
1997-08-17,1997,12.601,16.666,0,rain,0,8,0
1997-08-18,1997,0,15.428,0,rain,0,8,0
1997-08-19,1997,0,16.762,0,rain,0,8,0
1997-08-20,1997,0,18.142,0,rain,0,8,0
1997-08-21,1997,7.634,18.766,0,rain,0,8,0
1997-08-22,1997,0,18.223,0,rain,0,8,0
1997-08-23,1997,6.445,17.532,0,rain,0,8,0
1997-08-24,1997,0.62,17.588,0,rain,0,8,0
1997-08-25,1997,1.39,17.385,0,rain,0,8,0
1997-08-26,1997,0,16.293,0,rain,0,8,0
1997-08-27,1997,0,17.539,0,rain,0,8,0
1997-08-28,1997,0.003,17.922,0,rain,0,8,0
1997-08-29,1997,0,17.313,0,rain,0,8,0
1997-08-30,1997,2.299,16.696,0,rain,0,8,0
1997-08-31,1997,14.457,15.006,0,rain,0,8,0
1997-09-01,1997,0.935,15.149,0,rain,0,9,0
1997-09-02,1997,0,17.935,0,rain,0,9,0
1997-09-03,1997,0,17.513,0,rain,0,9,0
1997-09-04,1997,0,16.296,0,rain,0,9,0
1997-09-05,1997,0.352,16.524,0,rain,0,9,0
1997-09-06,1997,0,15.779,0,rain,0,9,0
1997-09-07,1997,0.637,16.67,0,rain,0,9,0
1997-09-08,1997,0,17.668,0,rain,0,9,0
1997-09-09,1997,0,16.325,0,rain,0,9,0
1997-09-10,1997,0,15.652,0,rain,0,9,0
1997-09-11,1997,9.949,14.287,0,rain,0,9,0
1997-09-12,1997,0,14.593,0,rain,0,9,0
1997-09-13,1997,5.206,14.638,0,rain,0,9,0
1997-09-14,1997,5.438,14.73,0,rain,0,9,0
1997-09-15,1997,29.528,13.698,0,rain,0,9,0
1997-09-16,1997,0,13.302,0,rain,0,9,0
1997-09-17,1997,1.744,13.984,0,rain,0,9,0
1997-09-18,1997,1.085,15.51,0,rain,0,9,0
1997-09-19,1997,0.214,15.371,0,rain,0,9,0
1997-09-20,1997,21.039,13.611,0,rain,0,9,0
1997-09-21,1997,15.619,9.953,0,rain,0,9,0
1997-09-22,1997,0,9.149,0,rain,0,9,0
1997-09-23,1997,0,9.857,0,rain,0,9,0
1997-09-24,1997,0,11.211,0,rain,0,9,0
1997-09-25,1997,0.074,13.146,0,rain,0,9,0
1997-09-26,1997,0.029,12.924,0,rain,0,9,0
1997-09-27,1997,0,13.303,0,rain,0,9,0
1997-09-28,1997,0,14.084,0,rain,0,9,0
1997-09-29,1997,0,14.23,0,rain,0,9,0
1997-09-30,1997,0,14.322,0,rain,0,9,0
1997-10-01,1998,0.543,14.93,0,rain,0,10,0
1997-10-02,1998,3.209,12.305,0,rain,0,10,0
1997-10-03,1998,0,10.778,0,rain,0,10,0
1997-10-04,1998,0,12.674,0,rain,0,10,0
1997-10-05,1998,0,13.772,0,rain,0,10,0
1997-10-06,1998,0,13.379,0,rain,0,10,0
1997-10-07,1998,4.914,7.093,0,rain,0,10,0
1997-10-08,1998,0,3.312,0,rain,0,10,0
1997-10-09,1998,0,7.792,0,rain,0,10,0
1997-10-10,1998,0,13.147,0,rain,0,10,0
1997-10-11,1998,0.934,4.366,0,rain,0,10,0
1997-10-12,1998,0,-1.845,1,snow,0,10,0
1997-10-13,1998,0,1.834,0,rain,0,10,0
1997-10-14,1998,0,7.665,0,rain,0,10,0
1997-10-15,1998,0,9.179,0,rain,0,10,0
1997-10-16,1998,0,9.21,0,rain,0,10,0
1997-10-17,1998,0,10.25,0,rain,0,10,0
1997-10-18,1998,0,9.573,0,rain,0,10,0
1997-10-19,1998,0,8.819,0,rain,0,10,0
1997-10-20,1998,0,6.959,0,rain,0,10,0
1997-10-21,1998,0,7.235,0,rain,0,10,0
1997-10-22,1998,0.598,5.331,0,rain,0,10,0
1997-10-23,1998,6.521,4.361,0,rain,0,10,0
1997-10-24,1998,5.025,-3.269,1,snow,5.025,10,0
1997-10-25,1998,0,-5.848,1,snow,0,10,0
1997-10-26,1998,0,-0.202,1,snow,0,10,0
1997-10-27,1998,0,3.229,0,rain,0,10,0
1997-10-28,1998,0,4.251,0,rain,0,10,0
1997-10-29,1998,0,4.21,0,rain,0,10,0
1997-10-30,1998,0,6.61,0,rain,0,10,0
1997-10-31,1998,0,6.569,0,rain,0,10,0
1997-11-01,1998,0,2.506,0,rain,0,11,5.025
1997-11-02,1998,0,3.56,0,rain,0,11,5.025
1997-11-03,1998,0,5.255,0,rain,0,11,5.025
1997-11-04,1998,0,6.025,0,rain,0,11,5.025
1997-11-05,1998,0,7.064,0,rain,0,11,5.025
1997-11-06,1998,0,6.819,0,rain,0,11,5.025
1997-11-07,1998,0,5.904,0,rain,0,11,5.025
1997-11-08,1998,2.324,3.912,0,rain,0,11,5.025
1997-11-09,1998,7.625,-0.625,1,snow,7.625,11,12.65
1997-11-10,1998,0,-1.367,1,snow,0,11,12.65
1997-11-11,1998,13.182,-0.285,1,snow,13.182,11,25.832
1997-11-12,1998,9.055,-1.773,1,snow,9.055,11,34.887
1997-11-13,1998,0,-2.004,1,snow,0,11,34.887
1997-11-14,1998,0.585,-6.658,1,snow,0.585,11,35.472
1997-11-15,1998,0.01,-7.881,1,snow,0.01,11,35.482
1997-11-16,1998,0,-4.564,1,snow,0,11,35.482
1997-11-17,1998,0,-2.96,1,snow,0,11,35.482
1997-11-18,1998,0,-2.432,1,snow,0,11,35.482
1997-11-19,1998,0,1.736,0,rain,0,11,35.482
1997-11-20,1998,0,-1.527,1,snow,0,11,35.482
1997-11-21,1998,0,-3.833,1,snow,0,11,35.482
1997-11-22,1998,0,-2.982,1,snow,0,11,35.482
1997-11-23,1998,0,2.147,0,rain,0,11,35.482
1997-11-24,1998,0,3.533,0,rain,0,11,35.482
1997-11-25,1998,0,3.903,0,rain,0,11,35.482
1997-11-26,1998,7.088,2.91,0,rain,0,11,35.482
1997-11-27,1998,1.679,-2.959,1,snow,1.679,11,37.161
1997-11-28,1998,0,-0.851,1,snow,0,11,37.161
1997-11-29,1998,0,2.467,0,rain,0,11,37.161
1997-11-30,1998,0.784,0.748,0,rain,0,11,37.161
1997-12-01,1998,9.919,-2.232,1,snow,9.919,12,47.08
1997-12-02,1998,17.063,-3.978,1,snow,17.063,12,64.143
1997-12-03,1998,0,-5.843,1,snow,0,12,64.143
1997-12-04,1998,0,-1.387,1,snow,0,12,64.143
1997-12-05,1998,0,0.265,0,rain,0,12,64.143
1997-12-06,1998,7.056,-0.467,1,snow,7.056,12,71.199
1997-12-07,1998,9.748,-2.194,1,snow,9.748,12,80.947
1997-12-08,1998,9.038,-6.25,1,snow,9.038,12,89.985
1997-12-09,1998,24.248,-8.962,1,snow,24.248,12,114.233
1997-12-10,1998,0,-9.456,1,snow,0,12,114.233
1997-12-11,1998,0,-9.924,1,snow,0,12,114.233
1997-12-12,1998,0,-4.464,1,snow,0,12,114.233
1997-12-13,1998,0,1.115,0,rain,0,12,114.233
1997-12-14,1998,0,2.381,0,rain,0,12,114.233
1997-12-15,1998,0,-1.763,1,snow,0,12,114.233
1997-12-16,1998,0,-1.822,1,snow,0,12,114.233
1997-12-17,1998,0,1.347,0,rain,0,12,114.233
1997-12-18,1998,0,-0.174,1,snow,0,12,114.233
1997-12-19,1998,0,-0.839,1,snow,0,12,114.233
1997-12-20,1998,0,-2.374,1,snow,0,12,114.233
1997-12-21,1998,8.811,-4.544,1,snow,8.811,12,123.044
1997-12-22,1998,1.327,-3.465,1,snow,1.327,12,124.371
1997-12-23,1998,3.839,-4.673,1,snow,3.839,12,128.21
1997-12-24,1998,21.582,-10.616,1,snow,21.582,12,149.792
1997-12-25,1998,0,-10.152,1,snow,0,12,149.792
1997-12-26,1998,0,-7.927,1,snow,0,12,149.792
1997-12-27,1998,0,-7.319,1,snow,0,12,149.792
1997-12-28,1998,0,-7.124,1,snow,0,12,149.792
1997-12-29,1998,0,0.864,0,rain,0,12,149.792
1997-12-30,1998,0,1.733,0,rain,0,12,149.792
1997-12-31,1998,0,1.46,0,rain,0,12,149.792
1998-01-01,1998,0,1.846,0,rain,0,1,149.792
1998-01-02,1998,0,1.255,0,rain,0,1,149.792
1998-01-03,1998,4.336,-1.624,1,snow,4.336,1,154.12800000000001
1998-01-04,1998,6.851,-3.145,1,snow,6.851,1,160.979
1998-01-05,1998,3.32,-7.766,1,snow,3.32,1,164.299
1998-01-06,1998,0,-6.4,1,snow,0,1,164.299
1998-01-07,1998,0,-5.51,1,snow,0,1,164.299
1998-01-08,1998,0,-4.673,1,snow,0,1,164.299
1998-01-09,1998,0.37,-3.87,1,snow,0.37,1,164.669
1998-01-10,1998,5.519,-4.422,1,snow,5.519,1,170.188
1998-01-11,1998,4.079,-4.6,1,snow,4.079,1,174.267
1998-01-12,1998,0,-2.192,1,snow,0,1,174.267
1998-01-13,1998,1.493,-5.101,1,snow,1.493,1,175.76
1998-01-14,1998,0,-4.727,1,snow,0,1,175.76
1998-01-15,1998,0,-4.268,1,snow,0,1,175.76
1998-01-16,1998,0,-1.096,1,snow,0,1,175.76
1998-01-17,1998,0,-0.619,1,snow,0,1,175.76
1998-01-18,1998,0,1.092,0,rain,0,1,175.76
1998-01-19,1998,2.24,-3.265,1,snow,2.24,1,178
1998-01-20,1998,0,-6.312,1,snow,0,1,178
1998-01-21,1998,0,-6.286,1,snow,0,1,178
1998-01-22,1998,0,-5.543,1,snow,0,1,178
1998-01-23,1998,0,-2.406,1,snow,0,1,178
1998-01-24,1998,0,-0.482,1,snow,0,1,178
1998-01-25,1998,0,-2.254,1,snow,0,1,178
1998-01-26,1998,0,0.328,0,rain,0,1,178
1998-01-27,1998,0,1.114,0,rain,0,1,178
1998-01-28,1998,0,1.191,0,rain,0,1,178
1998-01-29,1998,0,0.128,0,rain,0,1,178
1998-01-30,1998,0,-2.051,1,snow,0,1,178
1998-01-31,1998,0,-4.406,1,snow,0,1,178
1998-02-01,1998,0,-2.998,1,snow,0,2,178
1998-02-02,1998,0,-3.422,1,snow,0,2,178
1998-02-03,1998,0.232,1.612,0,rain,0,2,178
1998-02-04,1998,3.245,-2.426,1,snow,3.245,2,181.245
1998-02-05,1998,0,-2.457,1,snow,0,2,181.245
1998-02-06,1998,0.558,-2.206,1,snow,0.558,2,181.803
1998-02-07,1998,9.112,-4.878,1,snow,9.112,2,190.915
1998-02-08,1998,18.646,-5.203,1,snow,18.646,2,209.561
1998-02-09,1998,9.499,-4.21,1,snow,9.499,2,219.06
1998-02-10,1998,0,-5.73,1,snow,0,2,219.06
1998-02-11,1998,0,-5.457,1,snow,0,2,219.06
1998-02-12,1998,0,-4.345,1,snow,0,2,219.06
1998-02-13,1998,11.168,-2.881,1,snow,11.168,2,230.228
1998-02-14,1998,10.196,-4.056,1,snow,10.196,2,240.424
1998-02-15,1998,19.123,-6.441,1,snow,19.123,2,259.547
1998-02-16,1998,0,-6.658,1,snow,0,2,259.547
1998-02-17,1998,0,-5.863,1,snow,0,2,259.547
1998-02-18,1998,0,-4.905,1,snow,0,2,259.547
1998-02-19,1998,0,-3.901,1,snow,0,2,259.547
1998-02-20,1998,0,-4.271,1,snow,0,2,259.547
1998-02-21,1998,0,-2.243,1,snow,0,2,259.547
1998-02-22,1998,2.474,-3.717,1,snow,2.474,2,262.021
1998-02-23,1998,0.041,-0.947,1,snow,0.041,2,262.062
1998-02-24,1998,7.339,-1.641,1,snow,7.339,2,269.401
1998-02-25,1998,19.617,-8.175,1,snow,19.617,2,289.01800000000003
1998-02-26,1998,0,-9.142,1,snow,0,2,289.01800000000003
1998-02-27,1998,0,-10.555,1,snow,0,2,289.01800000000003
1998-02-28,1998,0,-10.251,1,snow,0,2,289.01800000000003
1998-03-01,1998,0,-6.075,1,snow,0,3,289.01800000000003
1998-03-02,1998,0,-3.169,1,snow,0,3,289.01800000000003
1998-03-03,1998,0,-0.074,1,snow,0,3,289.01800000000003
1998-03-04,1998,0,-0.241,1,snow,0,3,289.01800000000003
1998-03-05,1998,1.32,0.619,0,rain,0,3,289.01800000000003
1998-03-06,1998,8.094,-3.229,1,snow,8.094,3,297.112
1998-03-07,1998,0,-5.865,1,snow,0,3,297.112
1998-03-08,1998,0,-4.725,1,snow,0,3,297.112
1998-03-09,1998,0,-5.206,1,snow,0,3,297.112
1998-03-10,1998,0,-1.835,1,snow,0,3,297.112
1998-03-11,1998,0,1.126,0,rain,0,3,297.112
1998-03-12,1998,0,2.709,0,rain,0,3,297.112
1998-03-13,1998,0,3.638,0,rain,0,3,297.112
1998-03-14,1998,17.943,3.177,0,rain,0,3,297.112
1998-03-15,1998,0,4.705,0,rain,0,3,297.112
1998-03-16,1998,0,3.669,0,rain,0,3,297.112
1998-03-17,1998,9.689,2.417,0,rain,0,3,297.112
